자치구,사용일자,승차총승객수,하차총승객수
광진구,20180316,269332.0,265016.0
광진구,20180317,241207.0,243580.0
광진구,20180318,184197.0,186008.0
광진구,20180319,238667.0,235546.0
광진구,20180320,245411.0,241494.0
광진구,20180321,237913.0,234515.0
광진구,20180322,248797.0,243715.0
광진구,20180323,268336.0,262991.0
광진구,20180324,232452.0,234688.0
광진구,20180325,172648.0,176275.0
광진구,20180326,240601.0,238034.0
광진구,20180327,245311.0,241622.0
광진구,20180328,251861.0,247545.0
광진구,20180329,250735.0,245650.0
광진구,20180330,270719.0,266198.0
광진구,20180331,235350.0,236733.0
광진구,20180401,167025.0,169559.0
광진구,20180402,244829.0,242143.0
광진구,20180403,248996.0,245029.0
광진구,20180404,250758.0,245505.0
광진구,20180405,240424.0,235330.0
광진구,20180406,267447.0,263037.0
광진구,20180407,241402.0,245084.0
광진구,20180408,170269.0,173737.0
광진구,20180409,245150.0,242337.0
광진구,20180410,249439.0,246008.0
광진구,20180411,249815.0,245552.0
광진구,20180412,255167.0,250546.0
광진구,20180413,268359.0,265255.0
광진구,20180414,215770.0,217415.0
광진구,20180415,174864.0,177906.0
광진구,20180416,241225.0,239226.0
광진구,20180417,244853.0,241157.0
광진구,20180418,245472.0,241596.0
광진구,20180419,244799.0,239413.0
광진구,20180420,257550.0,255651.0
광진구,20180421,230610.0,232792.0
광진구,20180422,155718.0,154665.0
광진구,20180423,219014.0,216038.0
광진구,20180424,236534.0,231939.0
광진구,20180425,248958.0,244055.0
광진구,20180426,256176.0,249989.0
광진구,20180427,277487.0,272692.0
광진구,20180428,253164.0,256110.0
광진구,20180429,184988.0,187250.0
광진구,20180430,251130.0,249981.0
광진구,20180501,222332.0,218795.0
광진구,20180502,240224.0,236040.0
광진구,20180503,255068.0,248994.0
광진구,20180504,293215.0,294293.0
광진구,20180505,242082.0,249935.0
광진구,20180506,154542.0,154961.0
광진구,20180507,206993.0,204966.0
광진구,20180508,247768.0,245093.0
광진구,20180509,253900.0,251188.0
광진구,20180510,258670.0,254136.0
광진구,20180511,278850.0,272865.0
광진구,20180512,210568.0,212442.0
광진구,20180513,183593.0,186967.0
광진구,20180514,246224.0,243912.0
광진구,20180515,266508.0,265401.0
광진구,20180516,235392.0,230879.0
광진구,20180517,239916.0,232224.0
광진구,20180518,269965.0,265553.0
광진구,20180519,260494.0,263285.0
광진구,20180520,192001.0,193621.0
광진구,20180521,258271.0,259558.0
광진구,20180522,185658.0,184965.0
광진구,20180523,248807.0,245443.0
광진구,20180524,254290.0,248784.0
광진구,20180525,294392.0,289736.0
광진구,20180526,247342.0,250864.0
광진구,20180527,181262.0,184238.0
광진구,20180528,243197.0,240656.0
광진구,20180529,243114.0,238936.0
광진구,20180530,246629.0,243172.0
광진구,20180531,247292.0,242499.0
광진구,20180601,265346.0,261915.0
광진구,20180602,232116.0,233089.0
광진구,20180603,170775.0,172500.0
광진구,20180604,238323.0,235996.0
광진구,20180605,253259.0,251408.0
광진구,20180606,184435.0,182749.0
광진구,20180607,246739.0,241433.0
광진구,20180608,260012.0,257555.0
광진구,20180609,218472.0,219833.0
광진구,20180610,160458.0,161596.0
광진구,20180611,234421.0,231730.0
광진구,20180612,248556.0,246097.0
광진구,20180613,173359.0,172373.0
광진구,20180614,237316.0,232316.0
광진구,20180615,252931.0,251565.0
광진구,20180616,215211.0,217081.0
광진구,20180617,158773.0,158770.0
광진구,20180618,233364.0,231463.0
광진구,20180619,236232.0,231469.0
광진구,20180620,240885.0,237257.0
광진구,20180621,247822.0,243031.0
광진구,20180622,261808.0,259713.0
광진구,20180623,228184.0,229907.0
광진구,20180624,165210.0,164600.0
광진구,20180625,233364.0,230863.0
광진구,20180626,211366.0,208050.0
광진구,20180627,232741.0,230319.0
광진구,20180628,228739.0,225019.0
광진구,20180629,246046.0,245634.0
광진구,20180630,194069.0,194991.0
광진구,20180701,128676.0,127428.0
광진구,20180702,212235.0,209848.0
광진구,20180703,226455.0,223536.0
광진구,20180704,230934.0,228242.0
광진구,20180705,231204.0,228100.0
광진구,20180706,252438.0,252495.0
광진구,20180707,222219.0,225533.0
광진구,20180708,167842.0,167006.0
광진구,20180709,221409.0,219177.0
광진구,20180710,231254.0,227616.0
광진구,20180711,234126.0,230343.0
광진구,20180712,234446.0,231075.0
광진구,20180713,250955.0,251305.0
광진구,20180714,211521.0,214827.0
광진구,20180715,161828.0,160422.0
광진구,20180716,224444.0,221227.0
광진구,20180717,226805.0,224452.0
광진구,20180718,228611.0,225824.0
광진구,20180719,229407.0,226558.0
광진구,20180720,245503.0,246713.0
광진구,20180721,203738.0,205998.0
광진구,20180722,154463.0,153295.0
광진구,20180723,223311.0,220179.0
광진구,20180724,219402.0,216432.0
광진구,20180725,224428.0,222919.0
광진구,20180726,224058.0,221221.0
광진구,20180727,235237.0,236861.0
광진구,20180728,184247.0,186218.0
광진구,20180729,147180.0,146405.0
광진구,20180730,217008.0,215786.0
광진구,20180731,215968.0,213804.0
광진구,20180801,211521.0,210874.0
광진구,20180802,208544.0,207452.0
광진구,20180803,216066.0,219048.0
광진구,20180804,177347.0,180589.0
광진구,20180805,144073.0,142605.0
광진구,20180806,211239.0,208185.0
광진구,20180807,217841.0,215338.0
광진구,20180808,220915.0,219229.0
광진구,20180809,216892.0,214684.0
광진구,20180810,234468.0,235453.0
광진구,20180811,191145.0,194403.0
광진구,20180812,150277.0,149765.0
광진구,20180813,217262.0,214262.0
광진구,20180814,226337.0,227246.0
광진구,20180815,159497.0,159077.0
광진구,20180816,223742.0,221104.0
광진구,20180817,240711.0,241156.0
광진구,20180818,205997.0,207921.0
광진구,20180819,158825.0,158458.0
광진구,20180820,222864.0,220202.0
광진구,20180821,224977.0,222595.0
광진구,20180822,234107.0,230706.0
광진구,20180823,203555.0,199543.0
광진구,20180824,205509.0,206236.0
광진구,20180825,223006.0,227852.0
광진구,20180826,157874.0,158945.0
광진구,20180827,225838.0,223083.0
광진구,20180828,222180.0,219682.0
광진구,20180829,222287.0,219459.0
광진구,20180830,231434.0,228235.0
광진구,20180831,251826.0,249409.0
광진구,20180901,217061.0,218642.0
광진구,20180902,165151.0,167178.0
광진구,20180903,224205.0,222817.0
광진구,20180904,239999.0,236117.0
광진구,20180905,245604.0,242786.0
광진구,20180906,242902.0,238599.0
광진구,20180907,262061.0,259103.0
광진구,20180908,230651.0,233165.0
광진구,20180909,178009.0,179876.0
광진구,20180910,241521.0,239914.0
광진구,20180911,241014.0,237956.0
광진구,20180912,244691.0,241528.0
광진구,20180913,245751.0,241398.0
광진구,20180914,260039.0,256327.0
광진구,20180915,224993.0,225852.0
광진구,20180916,159490.0,163476.0
광진구,20180917,238418.0,236505.0
광진구,20180918,242777.0,240049.0
광진구,20180919,244952.0,241489.0
광진구,20180920,246854.0,242078.0
광진구,20180921,257581.0,257702.0
광진구,20180922,177016.0,184475.0
광진구,20180923,115681.0,122418.0
광진구,20180924,107406.0,104957.0
광진구,20180925,145990.0,143579.0
광진구,20180926,164542.0,163055.0
광진구,20180927,234632.0,232152.0
광진구,20180928,250691.0,248125.0
광진구,20180929,217600.0,218491.0
광진구,20180930,162490.0,164984.0
광진구,20181001,233990.0,232377.0
광진구,20181002,248290.0,247672.0
광진구,20181003,186515.0,185993.0
광진구,20181004,244764.0,239406.0
광진구,20181005,247812.0,245580.0
광진구,20181006,194308.0,196027.0
광진구,20181007,173228.0,177326.0
광진구,20181008,248508.0,249796.0
광진구,20181009,182051.0,181320.0
광진구,20181010,238776.0,235950.0
광진구,20181011,242274.0,237967.0
광진구,20181012,261239.0,258577.0
광진구,20181013,239369.0,242216.0
광진구,20181014,183415.0,182761.0
광진구,20181015,234501.0,232583.0
광진구,20181016,239061.0,236939.0
광진구,20181017,239025.0,234931.0
광진구,20181018,247391.0,242871.0
광진구,20181019,262850.0,259438.0
광진구,20181020,232735.0,234485.0
광진구,20181021,177398.0,179280.0
광진구,20181022,233409.0,232709.0
광진구,20181023,230353.0,227334.0
광진구,20181024,239323.0,236316.0
광진구,20181025,248366.0,243735.0
광진구,20181026,253677.0,251158.0
광진구,20181027,241458.0,242963.0
광진구,20181028,161496.0,164686.0
광진구,20181029,234478.0,233830.0
광진구,20181030,238013.0,235666.0
광진구,20181031,241854.0,238637.0
광진구,20181101,242531.0,238187.0
광진구,20181102,260913.0,258760.0
광진구,20181103,231045.0,234420.0
광진구,20181104,179107.0,181146.0
광진구,20181105,235975.0,234132.0
광진구,20181106,238151.0,235935.0
광진구,20181107,238575.0,235009.0
광진구,20181108,233434.0,229461.0
광진구,20181109,260250.0,258956.0
광진구,20181110,223393.0,226880.0
광진구,20181111,165764.0,168370.0
광진구,20181112,235921.0,235061.0
광진구,20181113,236726.0,234006.0
광진구,20181114,243296.0,240613.0
광진구,20181115,245770.0,241394.0
광진구,20181116,260419.0,258868.0
광진구,20181117,243713.0,246140.0
광진구,20181118,166108.0,169948.0
광진구,20181119,234308.0,233260.0
광진구,20181120,238704.0,235547.0
광진구,20181121,236664.0,234070.0
광진구,20181122,248642.0,244335.0
광진구,20181123,257031.0,255881.0
광진구,20181124,223125.0,225269.0
광진구,20181125,166789.0,170683.0
광진구,20181126,237092.0,236179.0
광진구,20181127,235056.0,232561.0
광진구,20181128,241183.0,237885.0
광진구,20181129,240074.0,235822.0
광진구,20181130,255961.0,253083.0
광진구,20181201,218210.0,218621.0
광진구,20181202,158356.0,161234.0
광진구,20181203,226345.0,224413.0
광진구,20181204,234833.0,231448.0
광진구,20181205,235888.0,233606.0
광진구,20181206,242888.0,238534.0
광진구,20181207,250350.0,247134.0
광진구,20181208,203731.0,205407.0
광진구,20181209,144539.0,147616.0
광진구,20181210,229975.0,227802.0
광진구,20181211,235951.0,232622.0
광진구,20181212,239712.0,236407.0
광진구,20181213,247701.0,242862.0
광진구,20181214,257328.0,254598.0
광진구,20181215,217122.0,217462.0
광진구,20181216,154308.0,156543.0
광진구,20181217,233579.0,230710.0
광진구,20181218,237188.0,233920.0
광진구,20181219,242044.0,237771.0
광진구,20181220,258740.0,253141.0
광진구,20181221,267787.0,266202.0
광진구,20181222,222480.0,224650.0
광진구,20181223,167679.0,168906.0
광진구,20181224,244963.0,245389.0
광진구,20181225,169312.0,171161.0
광진구,20181226,238364.0,235623.0
광진구,20181227,228837.0,225478.0
광진구,20181228,237224.0,236362.0
광진구,20181229,187887.0,190747.0
광진구,20181230,144487.0,146389.0
광진구,20181231,219080.0,222999.0
광진구,20190101,122845.0,119977.0
광진구,20190102,219946.0,216539.0
광진구,20190103,226074.0,222757.0
광진구,20190104,238688.0,239122.0
광진구,20190105,200437.0,201904.0
광진구,20190106,145166.0,146223.0
광진구,20190107,222356.0,219952.0
광진구,20190108,223805.0,220652.0
광진구,20190109,223434.0,220371.0
광진구,20190110,227580.0,224141.0
광진구,20190111,241579.0,241399.0
광진구,20190112,204650.0,205977.0
광진구,20190113,150314.0,152227.0
광진구,20190114,219750.0,216825.0
광진구,20190115,223719.0,219667.0
광진구,20190116,223217.0,221233.0
광진구,20190117,228145.0,224536.0
광진구,20190118,239790.0,239805.0
광진구,20190119,203124.0,204484.0
광진구,20190120,153483.0,153719.0
광진구,20190121,220512.0,217485.0
광진구,20190122,223253.0,219675.0
광진구,20190123,227785.0,224326.0
광진구,20190124,229663.0,225923.0
광진구,20190125,242115.0,240498.0
광진구,20190126,204669.0,206360.0
광진구,20190127,151748.0,153573.0
광진구,20190128,221960.0,218957.0
광진구,20190129,224758.0,220938.0
광진구,20190130,227928.0,224921.0
광진구,20190131,226242.0,222928.0
광진구,20190201,231687.0,233455.0
광진구,20190202,163046.0,168115.0
광진구,20190203,108672.0,114351.0
광진구,20190204,91013.0,95300.0
광진구,20190205,94474.0,89573.0
광진구,20190206,130023.0,126431.0
광진구,20190207,217325.0,213903.0
광진구,20190208,232659.0,230974.0
광진구,20190209,193064.0,194195.0
광진구,20190210,144275.0,146459.0
광진구,20190211,227708.0,224496.0
광진구,20190212,230866.0,227526.0
광진구,20190213,233234.0,230394.0
광진구,20190214,237576.0,235118.0
광진구,20190215,245835.0,245814.0
광진구,20190216,231347.0,233386.0
광진구,20190217,162480.0,163523.0
광진구,20190218,230321.0,227103.0
광진구,20190219,227152.0,223710.0
광진구,20190220,236217.0,233444.0
광진구,20190221,239903.0,235280.0
광진구,20190222,259781.0,260424.0
광진구,20190223,222072.0,223587.0
광진구,20190224,168772.0,169808.0
광진구,20190225,233542.0,230992.0
광진구,20190226,239868.0,237005.0
광진구,20190227,240765.0,236665.0
광진구,20190228,251033.0,250370.0
광진구,20190301,189327.0,190655.0
광진구,20190302,196675.0,198523.0
광진구,20190303,158329.0,158991.0
광진구,20190304,239108.0,236302.0
광진구,20190305,238421.0,234965.0
광진구,20190306,240546.0,236141.0
광진구,20190307,250019.0,243945.0
광진구,20190308,262617.0,260678.0
광진구,20190309,228929.0,229699.0
광진구,20190310,167726.0,168366.0
광진구,20190311,240300.0,237836.0
광진구,20190312,239936.0,235392.0
광진구,20190313,243232.0,239306.0
광진구,20190314,249077.0,245282.0
광진구,20190315,258845.0,255008.0
광진구,20190316,224416.0,225580.0
광진구,20190317,179531.0,181743.0
광진구,20190318,241507.0,239524.0
광진구,20190319,245135.0,240552.0
광진구,20190320,237168.0,233179.0
광진구,20190321,244871.0,239706.0
광진구,20190322,262151.0,258826.0
광진구,20190323,215464.0,216216.0
광진구,20190324,170180.0,173340.0
광진구,20190325,237047.0,234916.0
광진구,20190326,244220.0,239977.0
광진구,20190327,245203.0,240745.0
광진구,20190328,249189.0,244418.0
광진구,20190329,265576.0,262112.0
광진구,20190330,202652.0,203575.0
광진구,20190331,158769.0,162457.0
광진구,20190401,238934.0,235658.0
광진구,20190402,240392.0,236104.0
광진구,20190403,243592.0,239226.0
광진구,20190404,247816.0,242920.0
광진구,20190405,265451.0,262370.0
광진구,20190406,222685.0,224386.0
광진구,20190407,201765.0,204815.0
광진구,20190408,246128.0,243131.0
광진구,20190409,237498.0,233706.0
광진구,20190410,238507.0,233935.0
광진구,20190411,252104.0,246746.0
광진구,20190412,270276.0,267201.0
광진구,20190413,256394.0,258507.0
광진구,20190414,149131.0,151713.0
광진구,20190415,241469.0,238612.0
광진구,20190416,243214.0,238965.0
광진구,20190417,244513.0,240140.0
광진구,20190418,237848.0,237950.0
광진구,20190419,252791.0,250461.0
광진구,20190420,232609.0,233898.0
광진구,20190421,161825.0,162875.0
광진구,20190422,236648.0,233736.0
광진구,20190423,232874.0,227752.0
광진구,20190424,240225.0,234992.0
광진구,20190425,240171.0,234482.0
광진구,20190426,262211.0,258384.0
광진구,20190427,253349.0,255598.0
광진구,20190428,177308.0,180291.0
광진구,20190429,244989.0,242759.0
광진구,20190430,258683.0,255615.0
광진구,20190501,224208.0,222676.0
광진구,20190502,260800.0,255324.0
광진구,20190503,283280.0,281644.0
광진구,20190504,263336.0,274129.0
광진구,20190505,201692.0,202812.0
광진구,20190506,204455.0,203228.0
광진구,20190507,248885.0,244815.0
광진구,20190508,245377.0,241792.0
광진구,20190509,256926.0,252884.0
광진구,20190510,282201.0,279311.0
광진구,20190511,241863.0,243605.0
광진구,20190512,195316.0,197528.0
광진구,20190513,239297.0,237039.0
광진구,20190514,248474.0,244267.0
광진구,20190515,263783.0,262096.0
광진구,20190516,258258.0,256189.0
광진구,20190517,272232.0,265531.0
광진구,20190518,242076.0,243387.0
광진구,20190519,154237.0,156514.0
광진구,20190520,242806.0,240841.0
광진구,20190521,246717.0,242295.0
광진구,20190522,247387.0,242053.0
광진구,20190523,251620.0,244569.0
광진구,20190524,269484.0,266127.0
광진구,20190525,237365.0,238078.0
광진구,20190526,184253.0,186018.0
광진구,20190527,226983.0,224214.0
광진구,20190528,245777.0,242182.0
광진구,20190529,244880.0,240504.0
광진구,20190530,245832.0,240415.0
광진구,20190531,262394.0,259004.0
광진구,20190601,232367.0,231865.0
광진구,20190602,170365.0,172434.0
광진구,20190603,236244.0,232889.0
광진구,20190604,242282.0,238120.0
광진구,20190605,257835.0,255414.0
광진구,20190606,173400.0,171888.0
광진구,20190607,229192.0,227291.0
광진구,20190608,213703.0,215006.0
광진구,20190609,154389.0,154095.0
광진구,20190610,231590.0,228757.0
광진구,20190611,237991.0,234479.0
광진구,20190612,241090.0,237032.0
광진구,20190613,242057.0,236953.0
광진구,20190614,252485.0,250028.0
광진구,20190615,224230.0,224899.0
광진구,20190616,158374.0,159510.0
광진구,20190617,234002.0,230682.0
광진구,20190618,232259.0,227040.0
광진구,20190619,236670.0,231996.0
광진구,20190620,247735.0,242876.0
광진구,20190621,256258.0,254783.0
광진구,20190622,229313.0,229297.0
광진구,20190623,171403.0,171294.0
광진구,20190624,235143.0,230937.0
광진구,20190625,237084.0,233729.0
광진구,20190626,234567.0,230566.0
광진구,20190627,231289.0,227622.0
광진구,20190628,246780.0,245611.0
광진구,20190629,199557.0,201589.0
광진구,20190630,160204.0,159831.0
광진구,20190701,228759.0,225036.0
광진구,20190702,231955.0,228384.0
광진구,20190703,232707.0,229018.0
광진구,20190704,236741.0,232381.0
광진구,20190705,248782.0,248909.0
광진구,20190706,212269.0,215308.0
광진구,20190707,160489.0,158853.0
광진구,20190708,227513.0,224916.0
광진구,20190709,234849.0,230275.0
광진구,20190710,229708.0,226732.0
광진구,20190711,230383.0,225514.0
광진구,20190712,251141.0,251029.0
광진구,20190713,210170.0,211822.0
광진구,20190714,162346.0,161565.0
광진구,20190715,220305.0,217111.0
광진구,20190716,229045.0,225467.0
광진구,20190717,231905.0,228138.0
광진구,20190718,232689.0,228390.0
광진구,20190719,247937.0,247222.0
광진구,20190720,204869.0,206043.0
광진구,20190721,149292.0,149621.0
광진구,20190722,225488.0,222841.0
광진구,20190723,224549.0,221420.0
광진구,20190724,222739.0,219349.0
광진구,20190725,221199.0,218822.0
광진구,20190726,223617.0,222130.0
광진구,20190727,187418.0,190248.0
광진구,20190728,135832.0,136646.0
광진구,20190729,220877.0,218604.0
광진구,20190730,220870.0,218302.0
광진구,20190731,211621.0,209863.0
광진구,20190801,221534.0,219842.0
광진구,20190802,230759.0,232222.0
광진구,20190803,179290.0,181694.0
광진구,20190804,142230.0,141171.0
광진구,20190805,212929.0,209937.0
광진구,20190806,217007.0,213990.0
광진구,20190807,216025.0,213468.0
광진구,20190808,223816.0,221006.0
광진구,20190809,238060.0,239445.0
광진구,20190810,189078.0,191064.0
광진구,20190811,147975.0,147468.0
광진구,20190812,207528.0,205476.0
광진구,20190813,222018.0,218896.0
광진구,20190814,231711.0,232448.0
광진구,20190815,144614.0,145096.0
광진구,20190816,221537.0,221558.0
광진구,20190817,189475.0,190697.0
광진구,20190818,157328.0,156514.0
광진구,20190819,224038.0,220946.0
광진구,20190820,228596.0,225157.0
광진구,20190821,226469.0,223149.0
광진구,20190822,231436.0,229107.0
광진구,20190823,247927.0,247199.0
광진구,20190824,216651.0,219618.0
광진구,20190825,162685.0,161681.0
광진구,20190826,227212.0,223144.0
광진구,20190827,226052.0,222197.0
광진구,20190828,232896.0,229426.0
광진구,20190829,223972.0,219810.0
광진구,20190830,249524.0,249310.0
광진구,20190831,223304.0,224837.0
광진구,20190901,167969.0,167659.0
광진구,20190902,237284.0,233556.0
광진구,20190903,237205.0,233588.0
광진구,20190904,230827.0,226522.0
광진구,20190905,230599.0,225669.0
광진구,20190906,250039.0,247599.0
광진구,20190907,137805.0,137744.0
광진구,20190908,153063.0,156371.0
광진구,20190909,234907.0,232715.0
광진구,20190910,231978.0,229628.0
광진구,20190911,253030.0,257517.0
광진구,20190912,116922.0,127112.0
광진구,20190913,110011.0,108864.0
광진구,20190914,139771.0,137511.0
광진구,20190915,155765.0,156211.0
광진구,20190916,232684.0,231081.0
광진구,20190917,240492.0,237368.0
광진구,20190918,242749.0,240288.0
광진구,20190919,246717.0,242331.0
광진구,20190920,264509.0,260599.0
광진구,20190921,228073.0,228458.0
광진구,20190922,143411.0,147233.0
광진구,20190923,238808.0,236905.0
광진구,20190924,242367.0,239645.0
광진구,20190925,244726.0,241376.0
광진구,20190926,246178.0,241074.0
광진구,20190927,261385.0,257554.0
광진구,20190928,240640.0,241920.0
광진구,20190929,174264.0,177296.0
광진구,20190930,236636.0,234303.0
광진구,20191001,238092.0,233820.0
광진구,20191002,244798.0,242008.0
광진구,20191003,173187.0,171947.0
광진구,20191004,257494.0,255299.0
광진구,20191005,227615.0,227985.0
광진구,20191006,171106.0,173374.0
광진구,20191007,222812.0,220381.0
광진구,20191008,250656.0,249580.0
광진구,20191009,189134.0,187058.0
광진구,20191010,238568.0,234021.0
광진구,20191011,257501.0,255204.0
광진구,20191012,230866.0,232425.0
광진구,20191013,175066.0,174848.0
광진구,20191014,236316.0,233853.0
광진구,20191015,237395.0,233924.0
광진구,20191016,233538.0,230978.0
광진구,20191017,240086.0,235145.0
광진구,20191018,253883.0,251736.0
광진구,20191019,235396.0,234988.0
광진구,20191020,171107.0,171745.0
광진구,20191021,230007.0,227492.0
광진구,20191022,233370.0,228260.0
광진구,20191023,233556.0,229415.0
광진구,20191024,243203.0,238048.0
광진구,20191025,266073.0,261821.0
광진구,20191026,244576.0,245356.0
광진구,20191027,181650.0,183605.0
광진구,20191028,236248.0,234523.0
광진구,20191029,237412.0,233963.0
광진구,20191030,239304.0,236464.0
광진구,20191031,242870.0,236687.0
광진구,20191101,257520.0,255297.0
광진구,20191102,222665.0,224625.0
광진구,20191103,176228.0,177364.0
광진구,20191104,235717.0,233618.0
광진구,20191105,237547.0,234323.0
광진구,20191106,240376.0,236455.0
광진구,20191107,242319.0,237682.0
광진구,20191108,256881.0,254826.0
광진구,20191109,225825.0,227599.0
광진구,20191110,165960.0,167664.0
광진구,20191111,231328.0,229923.0
광진구,20191112,233626.0,230658.0
광진구,20191113,233410.0,230535.0
광진구,20191114,238838.0,234741.0
광진구,20191115,248372.0,247927.0
광진구,20191116,234435.0,234138.0
광진구,20191117,149328.0,152398.0
광진구,20191118,232329.0,230444.0
광진구,20191119,232616.0,229422.0
광진구,20191120,236220.0,233336.0
광진구,20191121,241591.0,236167.0
광진구,20191122,255189.0,253978.0
광진구,20191123,229434.0,228343.0
광진구,20191124,163433.0,166613.0
광진구,20191125,232298.0,230746.0
광진구,20191126,238032.0,234949.0
광진구,20191127,240363.0,237195.0
광진구,20191128,241069.0,236010.0
광진구,20191129,254177.0,251047.0
광진구,20191130,217191.0,217453.0
광진구,20191201,146544.0,149181.0
광진구,20191202,229491.0,227739.0
광진구,20191203,230390.0,227416.0
광진구,20191204,236008.0,232834.0
광진구,20191205,237999.0,233358.0
광진구,20191206,245587.0,242296.0
광진구,20191207,208166.0,209586.0
광진구,20191208,151818.0,154096.0
광진구,20191209,230074.0,227601.0
광진구,20191210,234930.0,231668.0
광진구,20191211,239570.0,236011.0
광진구,20191212,245772.0,240729.0
광진구,20191213,256222.0,253654.0
광진구,20191214,225096.0,225538.0
광진구,20191215,162396.0,165105.0
광진구,20191216,238617.0,236422.0
광진구,20191217,235211.0,230686.0
광진구,20191218,243850.0,240315.0
광진구,20191219,247008.0,242061.0
광진구,20191220,267888.0,265589.0
광진구,20191221,228619.0,230301.0
광진구,20191222,170106.0,171722.0
광진구,20191223,238237.0,234739.0
광진구,20191224,260929.0,260681.0
광진구,20191225,174663.0,174846.0
광진구,20191226,233635.0,230806.0
광진구,20191227,248056.0,247193.0
광진구,20191228,204948.0,207218.0
광진구,20191229,153881.0,154334.0
광진구,20191230,231206.0,229593.0
광진구,20191231,228354.0,233092.0
광진구,20200101,119134.0,117217.0
광진구,20200102,217091.0,213619.0
광진구,20200103,233334.0,233238.0
광진구,20200104,195864.0,197328.0
광진구,20200105,145608.0,146194.0
광진구,20200106,218768.0,215712.0
광진구,20200107,212670.0,210110.0
광진구,20200108,224441.0,220171.0
광진구,20200109,228414.0,224859.0
광진구,20200110,241201.0,241468.0
광진구,20200111,202662.0,203261.0
광진구,20200112,151937.0,153118.0
광진구,20200113,220369.0,217328.0
광진구,20200114,223992.0,220117.0
광진구,20200115,228298.0,224348.0
광진구,20200116,228090.0,223451.0
광진구,20200117,241070.0,238425.0
광진구,20200118,201182.0,200657.0
광진구,20200119,146776.0,149021.0
광진구,20200120,223220.0,219864.0
광진구,20200121,224521.0,220908.0
광진구,20200122,227040.0,226568.0
광진구,20200123,219715.0,230076.0
광진구,20200124,103298.0,112530.0
광진구,20200125,91137.0,87885.0
광진구,20200126,122680.0,120170.0
광진구,20200127,126091.0,124944.0
광진구,20200128,201225.0,197729.0
광진구,20200129,207841.0,204551.0
광진구,20200130,207879.0,204078.0
광진구,20200131,212954.0,210571.0
광진구,20200201,158067.0,157104.0
광진구,20200202,114796.0,114649.0
광진구,20200203,195875.0,192713.0
광진구,20200204,196702.0,193591.0
광진구,20200205,190494.0,187265.0
광진구,20200206,188322.0,184859.0
광진구,20200207,201363.0,200107.0
광진구,20200208,151697.0,151672.0
광진구,20200209,113157.0,114121.0
광진구,20200210,194106.0,191411.0
광진구,20200211,200001.0,196648.0
광진구,20200212,193126.0,190222.0
광진구,20200213,204537.0,201701.0
광진구,20200214,219028.0,218270.0
