일시,동대문구,승차총승객수,하차총승객수,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 3시간 신적설(cm),안개 계속시간(hr),따릉이대여소,버스하차총승객수_sum,버스하차총승객수_mean,버스하차총승객수_size
20180113,0.296,97596.0,100987.0,-4.4,-6.6,-1.2,7.83,0.4,1.7,0.8,67.3,0.6,0.0,49,169789.0,132.9592795614722,1277.0
20180114,0.414,75128.0,74986.0,0.6,-4.4,5.4,0.0,0.0,2.8,1.2,64.1,0.0,0.0,49,125722.0,98.91581431943352,1271.0
20180115,0.52,113714.0,116569.0,4.7,1.8,7.7,1.25,0.2,3.3,1.4,63.9,0.0,0.0,49,220804.0,172.77308294209703,1278.0
20180116,0.63,110841.0,113789.0,3.5,0.1,6.8,1.25,0.0,2.2,0.7,59.1,0.0,0.0,49,220124.0,172.10633307271306,1279.0
20180117,0.59,113542.0,116860.0,4.5,2.4,8.7,0.0,0.0,3.7,1.2,64.1,0.0,0.0,49,230216.0,180.27877838684407,1277.0
20180118,0.638,113302.0,116316.0,2.1,0.3,4.5,0.58,0.0,3.8,1.9,59.6,0.0,0.0,49,225664.0,176.8526645768025,1276.0
20180119,0.634,121472.0,125260.0,1.0,-2.5,5.5,0.0,0.0,3.7,1.6,43.0,0.0,0.0,49,227478.0,177.99530516431926,1278.0
20180120,0.486,104045.0,107151.0,2.2,-1.0,6.9,0.0,0.0,3.6,1.6,57.6,0.0,0.0,49,173188.0,135.62098668754894,1277.0
20180121,0.448,77036.0,77201.0,0.4,-3.7,5.5,0.0,0.0,3.2,1.0,36.6,0.0,0.0,49,129230.0,101.27742946708464,1276.0
20180122,0.396,114195.0,117091.0,0.2,-5.3,4.0,6.0,3.3,5.1,1.5,56.5,1.0,0.0,49,219357.0,171.7752545027408,1277.0
20180123,0.386,100376.0,102703.0,-11.7,-14.6,-5.3,0.0,0.0,5.4,3.7,42.0,0.0,0.0,49,209280.0,164.14117647058825,1275.0
20180124,0.302,95006.0,96773.0,-14.2,-16.3,-10.7,0.0,0.0,7.2,3.4,31.6,0.0,0.0,49,199424.0,155.92181391712276,1279.0
20180125,0.306,97937.0,99994.0,-14.0,-16.4,-9.5,0.0,0.0,4.8,2.8,32.6,0.0,0.0,49,202985.0,159.32888540031396,1274.0
20180126,0.29,100357.0,102357.0,-14.8,-17.8,-10.7,0.0,0.0,4.6,2.6,34.9,0.0,0.0,49,203953.0,159.58763693270737,1278.0
20180127,0.278,88754.0,90508.0,-9.9,-15.9,-3.5,0.0,0.0,3.4,1.4,37.4,0.0,0.0,49,159341.0,125.07142857142856,1274.0
20180128,0.294,71150.0,71723.0,-6.3,-9.3,-1.2,0.0,0.0,5.6,2.6,36.0,0.0,0.0,49,123052.0,96.89133858267716,1270.0
20180129,0.366,104709.0,106971.0,-8.5,-11.6,-4.7,0.0,0.0,6.2,2.7,35.0,0.0,0.0,49,210125.0,164.54581049334377,1277.0
20180130,0.288,117301.0,118182.0,-5.3,-11.4,-0.8,8.67,2.9,3.8,1.3,62.0,3.5,0.0,49,219968.0,172.38871473354232,1276.0
20180131,0.338,115066.0,118158.0,-2.6,-5.2,0.0,0.67,0.0,3.4,1.6,54.5,0.0,0.0,49,231320.0,180.86004691164973,1279.0
20180201,0.43,117427.0,120727.0,-4.0,-8.8,1.2,0.0,0.0,3.9,1.6,44.1,0.0,0.0,49,226639.0,177.20015637216576,1279.0
20180202,0.47,124089.0,128262.0,-2.4,-7.6,3.8,0.0,0.0,3.6,1.6,51.1,0.0,0.0,49,232727.0,182.10250391236303,1278.0
20180203,0.312,99353.0,102471.0,-7.3,-10.4,-2.1,3.83,0.5,5.7,3.8,47.0,0.3,0.0,49,174220.0,136.7503924646782,1274.0
20180204,0.244,69020.0,69213.0,-9.5,-12.8,-5.2,0.0,0.0,5.6,3.1,40.9,0.0,0.0,49,127062.0,99.89150943396228,1272.0
20180205,0.362,106089.0,108462.0,-9.4,-11.8,-5.1,0.0,0.0,5.6,3.0,37.8,0.0,0.0,49,221210.0,173.0907668231612,1278.0
20180206,0.342,105803.0,108314.0,-10.1,-12.8,-5.8,0.0,0.0,4.9,3.1,36.5,0.0,0.0,49,221064.0,172.97652582159623,1278.0
20180207,0.43,112444.0,115422.0,-8.0,-13.4,-1.6,0.0,0.0,3.3,1.5,39.8,0.0,0.0,49,230303.0,180.2057902973396,1278.0
20180208,0.476,121558.0,125485.0,-4.4,-9.7,2.0,0.0,0.0,3.0,1.2,43.3,0.0,0.0,49,234406.0,183.55990602975723,1277.0
20180209,0.48,125234.0,129273.0,0.4,-5.3,6.1,0.0,0.0,3.0,1.1,43.9,0.0,0.0,49,233768.0,182.7740422204848,1279.0
20180210,0.4,107324.0,110319.0,-0.5,-6.9,3.2,0.0,0.0,6.3,3.0,47.4,0.0,0.0,49,180337.0,141.21926389976508,1277.0
20180211,0.28,75513.0,75501.0,-6.1,-9.5,-2.2,1.0,0.0,5.1,2.7,42.5,0.0,0.0,49,130043.0,102.71958925750396,1266.0
20180212,0.46,116329.0,119221.0,-5.8,-9.6,-1.8,2.17,0.0,5.2,2.7,40.8,0.0,0.0,49,226295.0,177.34717868338558,1276.0
20180213,0.52,120221.0,124197.0,-0.8,-7.4,4.3,0.0,0.0,5.6,2.7,54.5,0.0,0.0,49,230730.0,180.5399061032864,1278.0
20180214,0.55,117049.0,122578.0,3.5,-0.7,8.7,0.0,0.0,5.4,2.6,51.0,0.0,0.0,49,222529.0,174.25920125293658,1277.0
20180215,0.332,57232.0,58755.0,-0.7,-3.7,4.0,0.0,0.0,4.4,2.5,28.0,0.0,0.0,49,92882.0,73.48259493670886,1264.0
20180216,0.244,43388.0,43234.0,-1.1,-5.5,4.9,0.0,0.0,5.5,2.1,40.1,0.0,0.0,49,71317.0,56.60079365079365,1260.0
20180217,0.298,58718.0,57936.0,-3.0,-7.1,1.4,0.0,0.0,5.5,2.9,25.6,0.0,0.0,49,92411.0,72.93685872138911,1267.0
20180218,0.368,66592.0,65319.0,-0.4,-4.9,5.2,0.0,0.0,3.5,1.3,26.9,0.0,0.0,49,112915.0,88.69992144540456,1273.0
20180219,0.628,108543.0,110072.0,1.8,-1.9,6.8,0.0,0.0,3.0,1.5,48.6,0.0,0.0,49,208116.0,162.8450704225352,1278.0
20180220,0.74,113465.0,115747.0,0.9,-2.4,5.5,0.0,0.0,5.8,2.5,41.0,0.0,0.0,49,220603.0,172.61580594679185,1278.0
20180221,0.664,115445.0,116415.0,-0.9,-4.5,4.4,0.0,0.0,5.2,2.3,31.5,0.0,0.0,49,223601.0,175.2358934169279,1276.0
20180222,0.614,116149.0,117983.0,1.3,-3.9,5.4,0.67,0.4,5.2,2.2,59.0,0.4,0.0,49,223969.0,175.11258795934324,1279.0
20180223,0.466,119854.0,121995.0,4.2,-0.3,8.6,2.75,3.7,5.0,1.9,81.1,3.7,0.0,49,227396.0,177.79202501954651,1279.0
20180224,0.624,105922.0,107131.0,2.4,-1.1,7.2,0.0,0.0,3.9,2.1,49.4,0.0,0.0,49,180793.0,141.79843137254903,1275.0
20180225,0.588,77540.0,77113.0,1.9,-1.6,7.9,0.0,0.0,3.8,1.7,40.6,0.0,0.0,49,132771.0,104.21585557299844,1274.0
20180226,0.828,116329.0,117682.0,3.1,-3.2,10.4,0.0,0.0,3.6,1.4,43.1,0.0,0.0,49,222218.0,174.01566170712607,1277.0
20180227,0.756,112500.0,115197.0,4.2,0.6,6.9,0.0,0.0,1.8,0.9,48.8,0.0,0.0,49,224480.0,175.64945226917058,1278.0
20180228,0.354,111199.0,113582.0,4.6,1.8,7.8,11.25,25.0,3.7,2.0,73.3,0.0,0.0,49,224013.0,175.14698983580922,1279.0
20180301,0.474,81846.0,84152.0,-0.2,-4.3,3.0,4.25,0.5,6.9,3.8,61.9,0.0,0.0,49,148708.0,116.63372549019608,1275.0
20180302,0.75,113559.0,116121.0,-0.7,-6.7,5.4,0.0,0.0,3.3,1.5,34.0,0.0,0.0,49,239225.0,187.1870109546166,1278.0
20180303,1.04,100710.0,103599.0,7.9,-0.1,16.2,1.17,0.0,3.9,1.5,38.1,0.0,0.0,49,176550.0,138.47058823529412,1275.0
20180304,0.446,70110.0,70713.0,9.8,7.6,11.9,13.75,11.5,3.5,1.2,89.1,0.0,0.0,49,127367.0,99.81739811912226,1276.0
20180305,0.746,113744.0,116859.0,5.5,1.3,11.4,9.92,3.5,3.5,2.0,67.5,0.0,0.0,49,241618.0,189.2075176194205,1277.0
20180306,1.032,118933.0,122040.0,4.5,-1.1,10.9,0.0,0.0,3.7,1.6,46.8,0.0,0.0,49,245202.0,191.71383893666928,1279.0
20180307,0.938,117932.0,121319.0,6.4,2.2,10.7,3.5,0.5,3.2,1.8,54.0,0.0,0.0,49,246134.0,192.44253322908523,1279.0
20180308,0.688,114750.0,116681.0,4.6,2.7,9.7,10.25,4.0,4.5,1.9,76.0,0.0,0.0,49,240695.0,188.33724569640063,1278.0
20180309,0.998,123397.0,126598.0,4.5,1.4,9.6,0.0,0.0,4.2,1.5,63.3,0.0,0.0,49,245273.0,192.06969459671103,1277.0
20180310,1.004,106775.0,109360.0,4.6,0.7,9.7,0.0,0.0,5.9,2.0,65.8,0.0,0.0,49,182934.0,143.02892885066458,1279.0
20180311,1.018,80338.0,81314.0,6.4,2.7,12.2,0.0,0.0,4.2,2.0,51.3,0.0,0.0,49,137459.0,107.8956043956044,1274.0
20180312,1.244,116564.0,119200.0,8.0,2.2,15.5,0.0,0.0,4.2,1.4,45.8,0.0,0.0,49,239969.0,188.0634796238245,1276.0
20180313,1.462,117488.0,120387.0,12.4,5.2,18.8,0.0,0.0,4.3,1.8,60.5,0.0,0.0,49,243196.0,190.2942097026604,1278.0
20180314,1.838,118623.0,121607.0,17.0,13.6,22.1,0.0,0.0,5.0,2.3,58.8,0.0,0.0,49,248317.0,194.14933541829555,1279.0
20180315,0.6,109563.0,111408.0,12.4,8.4,16.6,13.5,27.0,4.8,2.1,92.1,0.0,0.0,49,234318.0,183.20406567630965,1279.0
20180316,1.414,124979.0,127529.0,7.1,3.6,12.2,0.0,0.0,3.1,1.9,46.9,0.0,0.0,49,247609.0,193.59577795152464,1279.0
20180317,1.326,108657.0,110940.0,6.6,0.5,14.0,0.0,0.0,3.8,1.5,48.0,0.0,0.0,49,192171.0,150.4862960062647,1277.0
20180318,0.922,82827.0,82115.0,8.2,5.4,12.5,7.42,0.5,2.9,1.2,55.9,0.0,0.0,49,138459.0,108.59529411764706,1275.0
20180319,0.848,112186.0,114056.0,8.0,6.2,10.4,13.5,1.0,4.2,2.5,64.5,0.0,0.0,49,236298.0,184.8967136150235,1278.0
20180320,1.094,117320.0,120197.0,4.7,1.6,9.1,0.0,0.0,4.8,3.4,39.9,0.0,0.0,49,246274.0,192.70266040688577,1278.0
20180321,0.724,112134.0,114874.0,2.1,1.1,5.3,8.33,1.0,3.3,1.7,64.1,0.0,0.0,49,241036.0,188.60406885759,1278.0
20180322,1.274,120209.0,123119.0,4.9,0.6,11.6,0.0,0.0,5.0,2.2,61.5,0.0,0.0,49,244281.0,191.29287392325764,1277.0
20180323,1.368,126579.0,129440.0,6.1,1.8,12.5,0.0,0.0,4.2,2.0,55.3,0.0,0.0,49,246718.0,193.05007824726133,1278.0
20180324,1.168,108814.0,112102.0,7.6,4.0,13.1,0.0,0.0,4.4,2.1,61.9,0.0,0.0,49,186120.0,145.86206896551724,1276.0
20180325,1.036,80143.0,80994.0,9.6,4.6,16.9,0.0,0.0,3.5,1.7,65.6,0.0,0.0,49,136571.0,107.11450980392156,1275.0
20180326,1.242,116635.0,119466.0,11.0,5.3,18.1,0.0,0.0,4.4,1.9,64.5,0.0,5.68,49,241076.0,186.3029366306028,1294.0
20180327,1.53,117680.0,120684.0,13.3,7.7,20.0,0.0,0.0,3.9,1.6,61.1,0.0,0.0,49,246002.0,190.2567672080433,1293.0
20180328,1.718,119969.0,122933.0,14.0,9.4,19.0,0.0,0.0,4.8,2.2,66.4,0.0,0.0,49,248546.0,192.2242846094354,1293.0
20180329,1.79,120206.0,122637.0,15.4,11.8,21.1,0.0,0.0,4.0,1.6,66.3,0.0,0.0,49,244853.0,189.36813611755608,1293.0
20180330,1.886,126556.0,129627.0,14.8,9.8,21.9,0.0,0.0,3.8,1.7,55.6,0.0,0.0,49,247186.0,191.17246713070367,1293.0
20180331,1.852,106548.0,109274.0,14.0,9.3,20.1,0.0,0.0,4.5,1.9,52.9,0.0,0.0,49,189782.0,148.38311180609853,1279.0
20180401,1.66,76235.0,77693.0,15.6,11.7,18.5,0.0,0.0,3.5,1.5,68.8,0.0,0.0,49,138146.0,108.4348508634223,1274.0
20180402,2.186,117509.0,119953.0,18.4,14.9,23.7,0.0,0.0,4.5,1.9,64.0,0.0,0.0,49,238860.0,185.0193648334624,1291.0
20180403,2.08,118028.0,120863.0,17.8,14.9,21.2,2.92,0.1,4.4,2.1,72.9,0.0,0.0,49,244589.0,189.31037151702787,1292.0
20180404,1.952,116483.0,119257.0,13.4,9.5,18.2,6.5,18.5,5.1,1.9,67.0,0.0,0.0,49,246184.0,190.2503863987635,1294.0
20180405,0.244,110338.0,112632.0,7.6,6.7,9.5,19.67,10.5,3.5,2.0,90.6,0.0,0.0,49,237505.0,183.68522815158545,1293.0
20180406,1.032,122997.0,126243.0,5.8,3.0,8.6,5.42,6.5,5.7,3.1,71.6,0.0,0.0,49,245802.0,189.9551777434312,1294.0
20180407,1.036,103263.0,106192.0,4.2,1.4,8.6,2.58,0.2,6.0,4.1,45.5,0.0,0.0,49,190291.0,149.1308777429467,1276.0
20180408,0.616,75929.0,76858.0,3.9,0.6,7.9,6.5,3.0,3.6,1.8,59.6,0.0,0.0,49,131681.0,103.68582677165354,1270.0
20180409,1.798,116564.0,119510.0,7.9,0.1,15.4,0.0,0.0,2.9,1.1,57.9,0.0,1.9,49,239703.0,185.241885625966,1294.0
20180410,1.564,118424.0,122564.0,15.1,6.9,21.9,2.58,5.0,8.8,3.5,51.0,0.0,0.0,49,245495.0,189.7179289026275,1294.0
20180411,1.968,118760.0,121521.0,12.6,8.7,17.3,0.0,0.0,6.1,3.0,49.4,0.0,0.0,49,245672.0,189.854714064915,1294.0
20180412,2.152,120511.0,123131.0,13.3,6.8,19.6,0.0,0.0,6.2,2.6,30.5,0.0,0.0,49,245200.0,189.6365042536736,1293.0
20180413,2.092,124582.0,127783.0,14.6,8.3,19.3,0.0,0.0,3.7,1.3,22.9,0.0,0.0,49,244615.0,189.0378670788253,1294.0
20180414,0.674,92385.0,94507.0,9.0,7.5,14.8,13.33,9.0,4.1,1.8,78.8,0.0,0.0,49,169379.0,132.6382145653876,1277.0
20180415,0.912,82298.0,82741.0,9.5,5.6,14.2,0.0,0.0,4.9,2.4,65.5,0.0,0.0,49,141532.0,111.09262166405024,1274.0
20180416,2.156,118033.0,121023.0,11.6,4.9,18.8,0.0,0.0,4.7,1.6,41.9,0.0,0.0,49,240366.0,185.89791183294665,1293.0
20180417,2.264,120020.0,122893.0,12.9,6.8,20.1,0.0,0.0,5.5,1.9,37.9,0.0,0.0,49,245152.0,189.45285935085008,1294.0
20180418,1.98,119113.0,122166.0,12.4,6.2,19.3,0.0,0.0,3.9,1.9,35.4,0.0,0.0,49,244554.0,189.1368909512761,1293.0
20180419,1.472,118662.0,121847.0,14.0,7.4,20.5,0.0,0.0,5.1,1.9,38.8,0.0,0.0,49,241871.0,187.061871616396,1293.0
20180420,2.008,122581.0,126513.0,18.4,11.0,26.3,0.0,0.0,3.6,1.3,46.0,0.0,0.0,49,241778.0,186.8454404945904,1294.0
20180421,2.214,106993.0,110791.0,18.7,12.3,25.6,0.0,0.0,4.6,1.9,32.0,0.0,0.0,49,185897.0,145.34558248631745,1279.0
20180422,0.606,72293.0,72188.0,15.5,10.7,21.0,14.5,15.5,2.9,1.1,57.4,0.0,0.0,49,126389.0,99.20643642072214,1274.0
20180423,0.086,101308.0,102936.0,9.3,8.4,10.7,23.42,59.0,3.0,2.2,93.9,0.0,0.0,49,219989.0,170.138437741686,1293.0
20180424,1.864,115956.0,118855.0,12.1,8.9,16.1,5.75,3.0,2.8,1.4,63.3,0.0,0.0,49,238797.0,184.6844547563805,1293.0
20180425,2.368,122598.0,126004.0,14.6,5.7,23.3,0.0,0.0,4.4,1.5,37.8,0.0,0.0,49,247162.0,191.0061823802164,1294.0
20180426,2.426,121315.0,124330.0,14.9,10.0,22.1,0.0,0.0,5.1,2.1,51.9,0.0,0.0,49,244673.0,189.0826893353941,1294.0
20180427,2.38,123432.0,126962.0,15.7,9.7,23.3,0.0,0.0,3.8,1.7,52.9,0.0,0.0,49,244864.0,189.23029366306028,1294.0
20180428,2.112,108647.0,111219.0,15.4,10.5,21.7,0.0,0.0,4.8,2.0,49.0,0.0,0.0,49,187665.0,146.84272300469485,1278.0
20180429,2.164,81304.0,82179.0,16.2,9.4,22.9,0.0,0.0,4.3,1.9,43.1,0.0,0.0,49,139689.0,109.73212882953652,1273.0
20180430,2.328,118769.0,121809.0,19.2,14.1,25.0,0.0,0.0,3.6,1.6,61.6,0.0,0.0,49,239955.0,185.4366306027821,1294.0
20180501,2.476,99634.0,102537.0,20.4,17.8,23.3,1.42,0.0,4.0,1.5,72.8,0.0,0.0,49,143996.0,162.70734463276835,885.0
20180502,0.664,111189.0,113837.0,15.1,8.7,19.7,14.83,12.0,5.2,1.9,90.4,0.0,0.0,49,240232.0,185.7942768754833,1293.0
20180503,1.936,119817.0,122512.0,11.2,6.9,14.7,3.62,1.0,5.3,2.7,62.4,0.0,0.0,49,243878.0,188.6140757927301,1293.0
20180504,2.422,130189.0,134536.0,14.1,8.8,20.0,0.0,0.0,5.9,2.7,45.5,0.0,0.0,49,249720.0,193.1322505800464,1293.0
20180505,2.266,97282.0,101077.0,18.3,11.6,24.6,0.0,0.0,4.8,2.6,46.8,0.0,0.0,49,161950.0,126.92006269592476,1276.0
20180506,1.12,67898.0,67648.0,16.6,15.0,20.7,13.83,22.0,3.9,1.1,86.4,0.0,0.0,49,121743.0,95.2605633802817,1278.0
20180507,2.394,89604.0,90697.0,19.2,14.0,25.5,0.0,0.0,3.7,1.2,60.3,0.0,0.0,49,157204.0,123.10415035238842,1277.0
20180508,2.486,118335.0,121344.0,17.5,11.6,22.9,0.0,0.0,2.7,1.7,50.9,0.0,0.0,49,244839.0,189.21097372488407,1294.0
20180509,2.732,120197.0,123213.0,15.7,9.2,21.8,0.0,0.0,3.6,1.7,50.4,0.0,0.0,49,245778.0,190.08352668213456,1293.0
20180510,2.756,120872.0,123708.0,15.4,11.3,21.4,0.0,0.0,5.4,2.3,67.4,0.0,0.0,49,246227.0,190.2836166924266,1294.0
20180511,2.634,126269.0,129084.0,16.1,11.9,21.3,0.0,0.0,3.5,1.8,59.8,0.0,0.0,49,247379.0,191.1738794435857,1294.0
20180512,0.314,99154.0,101743.0,14.2,11.8,16.1,21.0,32.0,2.9,0.9,89.3,0.0,0.0,49,182054.1921757035,140.000078074263,1299.780370624571
20180513,2.186,83114.0,83528.0,15.8,12.7,20.0,8.25,0.5,3.9,1.9,82.5,0.0,1.58,49,140505.0,110.45990566037736,1272.0
20180514,2.754,118883.0,122134.0,18.2,11.9,24.5,0.0,0.0,3.4,1.4,71.4,0.0,0.0,49,241266.0,186.44976816074188,1294.0
20180515,2.69,120530.0,123776.0,23.2,15.4,29.3,0.75,0.0,3.4,1.1,56.4,0.0,0.0,49,253061.0,195.56491499227204,1294.0
20180516,0.656,105309.0,108024.0,22.3,21.8,24.4,17.07,45.0,6.1,1.9,93.8,0.0,0.0,49,231706.0,179.3390092879257,1292.0
20180517,0.342,110196.0,111861.0,20.9,18.8,23.5,19.75,83.0,8.0,1.4,97.0,0.0,0.33,49,236807.0,183.00386398763524,1294.0
20180518,1.39,122750.0,126395.0,16.3,12.2,19.3,13.33,6.5,2.7,1.3,86.8,0.0,0.0,49,243126.0,188.03248259860788,1293.0
20180519,2.786,112062.0,115564.0,17.6,10.3,24.7,0.0,0.0,2.9,1.5,47.5,0.0,0.0,49,194021.0,151.9350039154268,1277.0
20180520,2.314,83267.0,84090.0,17.0,11.5,22.6,0.0,0.0,2.8,1.4,32.1,0.0,0.0,49,142385.0,111.41236306729265,1278.0
20180521,2.842,117943.0,121265.0,17.8,11.3,23.7,0.0,0.0,3.5,1.4,43.9,0.0,0.0,49,233628.0,180.8266253869969,1292.0
20180522,1.25,85738.0,88037.0,18.1,15.4,23.2,9.5,12.5,3.1,1.1,75.5,0.0,0.0,49,152947.0,119.86442006269591,1276.0
20180523,2.526,118909.0,121529.0,17.3,13.6,23.3,3.5,6.5,5.0,2.5,57.1,0.0,0.0,49,245886.0,190.16705336426915,1293.0
20180524,2.77,119645.0,121947.0,18.3,11.2,23.7,0.0,0.0,5.4,2.2,47.4,0.0,0.0,49,243946.0,188.5208655332303,1294.0
20180525,2.632,125207.0,128309.0,19.7,13.8,26.2,0.0,0.0,4.5,1.8,47.4,0.0,0.0,49,248693.0,192.33797370456304,1293.0
20180526,2.55,107857.0,110377.0,21.8,14.0,29.6,0.0,0.0,4.0,1.4,50.1,0.0,0.0,49,190530.0,149.0845070422535,1278.0
20180527,2.418,79933.0,80640.0,20.3,17.3,24.7,0.0,0.0,4.1,1.7,47.4,0.0,0.0,49,138838.0,109.0636292223095,1273.0
20180528,2.956,117081.0,119386.0,22.3,16.2,29.1,0.0,0.0,4.3,1.6,49.8,0.0,0.0,49,239402.0,185.2956656346749,1292.0
20180529,2.464,116338.0,119364.0,21.4,19.1,25.9,3.0,1.0,4.4,1.8,69.3,0.0,0.0,49,241294.0,186.61562258314,1293.0
20180530,2.69,117293.0,120587.0,20.2,15.8,24.7,2.25,0.0,4.4,1.9,69.8,0.0,0.0,49,246493.0,190.4891808346213,1294.0
20180531,2.994,117608.0,120022.0,20.9,14.2,27.6,0.0,0.0,3.6,1.9,58.9,0.0,0.0,49,242286.0,187.38283062645013,1293.0
20180601,2.85,122106.0,125039.0,23.8,17.5,30.2,0.0,0.0,4.3,1.9,50.4,0.0,0.0,49,243500.0,188.3217324052591,1293.0
20180602,2.618,103521.0,105769.0,23.4,17.6,30.1,0.0,0.0,4.5,2.0,44.5,0.0,0.0,49,184861.0,144.76194205168363,1277.0
20180603,2.472,77156.0,77679.0,24.0,16.9,30.8,0.0,0.0,4.2,1.6,39.4,0.0,0.0,49,136351.0,107.0259026687598,1274.0
20180604,3.168,115017.0,117771.0,22.6,18.9,27.5,0.0,0.0,4.4,1.9,50.1,0.0,0.0,49,237533.0,183.56491499227204,1294.0
20180605,3.162,118356.0,121914.0,23.7,17.7,29.2,0.0,0.0,4.0,1.7,52.5,0.0,0.0,49,246867.0,190.77820710973725,1294.0
20180606,2.518,84414.0,86083.0,23.0,18.4,27.9,0.0,0.0,4.0,2.0,62.9,0.0,0.0,49,156578.0,122.51799687010954,1278.0
20180607,3.044,116469.0,118673.0,22.2,17.8,29.4,0.0,0.0,4.1,2.0,69.3,0.0,0.0,49,242831.0,187.80433101314773,1293.0
20180608,3.176,121766.0,125089.0,21.9,18.5,27.0,0.0,0.0,3.7,2.1,68.0,0.0,0.0,49,244960.0,189.45088940448568,1293.0
20180609,2.426,101370.0,104043.0,23.7,18.9,30.1,5.0,0.5,3.5,1.4,60.6,0.0,0.0,49,181723.0,142.5278431372549,1275.0
20180610,2.514,75385.0,75380.0,21.3,18.3,24.9,4.67,0.5,2.9,1.4,59.9,0.0,0.0,49,87311.0,102.11812865497076,855.0
20180611,2.464,113785.0,116570.0,20.2,18.0,23.9,5.42,5.0,4.3,1.4,67.3,0.0,0.0,49,235855.0,182.6917118512781,1291.0
20180612,3.194,116936.0,119769.0,21.3,16.6,27.1,1.08,0.0,4.7,1.7,65.5,0.0,0.0,49,243484.0,188.3093580819799,1293.0
20180613,3.358,84045.0,85791.0,22.0,18.3,27.0,0.33,0.0,5.1,1.5,64.0,0.0,0.0,49,162015.0,126.97100313479623,1276.0
20180614,2.08,113219.0,115291.0,21.6,18.8,25.1,7.08,29.0,3.7,1.1,74.9,0.0,0.0,49,182054.1921757035,140.000078074263,1299.780370624571
20180615,3.132,122671.0,126319.0,21.7,17.2,27.0,4.17,16.5,2.7,1.4,60.8,0.0,0.0,49,244304.0,186.919663351186,1307.0
20180616,2.954,102742.0,105460.0,22.5,16.3,28.7,0.0,0.0,2.8,1.4,56.4,0.0,0.0,49,183275.0,141.96359411309064,1291.0
20180617,2.888,76209.0,76006.0,22.8,18.9,27.5,0.0,0.0,3.9,1.3,66.9,0.0,0.0,49,134353.0,104.3923853923854,1287.0
20180618,2.686,113612.0,115934.0,24.8,19.9,30.8,0.0,0.0,4.0,1.5,54.9,0.0,0.0,49,233715.0,178.95482388973966,1306.0
20180619,3.38,115057.0,117283.0,22.4,19.1,27.2,0.0,0.0,3.6,1.8,61.3,0.0,0.0,49,237461.0,182.10199386503064,1304.0
20180620,3.394,116719.0,119428.0,22.7,19.1,28.4,0.0,0.0,4.2,2.3,68.1,0.0,0.0,49,243007.0,186.0696784073507,1306.0
20180621,3.508,118398.0,120371.0,23.7,19.4,28.7,0.0,0.0,4.4,2.2,60.1,0.0,0.0,49,240560.0,184.1960183767228,1306.0
20180622,3.228,121417.0,125168.0,25.0,18.2,32.0,0.0,0.0,4.3,1.8,45.1,0.0,0.0,49,239180.0,182.99923488905893,1307.0
